时间戳,数值
1754308227.8290462,14336
1754308227.82907,14336
1754308227.8290896,14336
1754308227.8291118,-2048
1754308227.8291337,14584
1754308227.8291574,56
1754308227.8291802,56
1754308227.8292,-16384
1754308227.8292222,-16328
1754308227.8292444,-1856
1754308227.8292665,-1992
1754308227.8292885,14584
1754308227.8293104,14392
1754308227.829332,14336
1754308227.8293548,-16384
1754308227.8293772,56
1754308227.829397,248
1754308227.8294194,-16328
1754308227.8294415,14528
1754308227.8294637,14336
1754308227.8294868,14584
1754308227.8295074,-1992
1754308227.8295274,-1992
1754308227.8295503,14336
1754308227.8295708,14392
1754308227.8295925,248
1754308227.8296156,14584
1754308227.8296351,14336
1754308227.8296568,-16328
1754308227.8296802,14584
1754308227.8296993,-16328
1754308227.8297215,-1992
1754308227.8297434,14584
1754308227.8297653,14392
1754308227.8297882,-2048
1754308227.82981,-1856
1754308227.8298326,56
1754308227.8298547,14584
1754308227.8298776,14336
1754308227.8298998,0
1754308227.8299215,14336
1754308227.8299432,-2048
1754308227.8299656,-1992
1754308227.8299875,-16192
1754308227.8300097,14392
1754308227.8300316,-16328
1754308227.8300543,14336
1754308227.8300755,-1992
1754308227.8300962,-16328
1754308227.8301191,14392
1754308227.8301392,14336
1754308227.8301613,-16136
1754308227.8301837,-1992
1754308227.830206,-16192
1754308227.8302276,-1992
1754308227.83025,14392
1754308227.8302717,248
1754308227.8302941,14528
1754308227.830316,192
1754308227.8303378,-16328
1754308227.8303597,-16384
1754308227.830382,14392
1754308227.830404,14528
1754308227.8304267,14392
1754308227.8304486,56
1754308227.8304703,56
1754308227.8304927,-1856
1754308227.8305147,56
1754308227.8305378,14584
1754308227.8305607,14392
1754308227.8305805,-16384
1754308227.8306036,-16328
1754308227.8306258,14392
1754308227.8306487,14584
1754308227.8306682,56
1754308227.8306916,14392
1754308227.8307118,248
1754308227.8307338,56
1754308227.830756,14392
1754308227.8307776,-16328
1754308227.8307993,14528
1754308227.8308215,-2048
1754308227.830844,14392
1754308227.8308659,14392
1754308227.830888,-2048
1754308227.8309097,56
1754308227.8309324,-16192
1754308227.830955,14528
1754308227.830975,14584
1754308227.8309975,-16328
1754308227.83102,14392
1754308227.8310394,-16328
1754308227.831062,-16328
1754308227.8310816,-1800
1754308227.8311045,-1992
1754308227.8311253,-16384
1754308227.8311481,14392
1754308227.8311677,14392
1754308227.831191,248
1754308227.8312113,56
1754308227.8312342,14584
1754308227.8312552,14584
1754308227.8312762,248
1754308227.8312986,56
1754308227.8313205,14584
1754308227.8313422,14336
1754308227.8313642,14584
1754308227.8313856,-1992
1754308227.8314075,-1992
1754308227.8314295,14336
1754308227.8314521,-2048
1754308227.8314748,14392
1754308227.8314967,-16192
1754308227.8315187,14336
1754308227.831541,14584
1754308227.831563,-1992
1754308227.8315861,56
1754308227.831606,14392
1754308227.8316278,14392
1754308227.83165,14528
1754308227.8316717,-16136
1754308227.8316936,14584
1754308227.831716,14336
1754308227.831738,56
1754308227.831761,14528
1754308227.8317816,-16384
1754308227.8318014,14392
1754308227.831823,-2048
1754308227.831845,56
1754308227.8318684,14584
1754308227.8318887,14584
1754308227.8319087,-1992
1754308227.8319306,14528
1754308227.8319535,-16192
1754308227.8319762,14584
1754308227.8319962,-1992
1754308227.8320186,14392
1754308227.8320384,-16136
1754308227.8320622,56
1754308227.8320825,14392
1754308227.8321059,14528
1754308227.8321257,-16328
1754308227.8321488,14336
1754308227.832168,-1800
1754308227.8321912,14392
1754308227.8322122,56
1754308227.8322356,14528
1754308227.8322556,-16384
1754308227.8322773,-1992
1754308227.832299,14528
1754308227.832321,-1992
1754308227.832344,-16328
1754308227.8323643,14528
1754308227.8323853,0
1754308227.8324075,14392
1754308227.83243,14528
1754308227.832452,-16384
1754308227.832474,14584
1754308227.832496,-1800
1754308227.8325174,14528
1754308227.8325393,0
1754308227.8325615,-1992
1754308227.8325837,14584
1754308227.8326056,56
1754308227.8326285,-16328
1754308227.8326497,14336
1754308227.8326724,-16384
1754308227.8326943,14392
1754308227.8327167,-2048
1754308227.8327389,14392
1754308227.832761,14392
1754308227.8327825,-1856
1754308227.8328047,14336
1754308227.8328266,14392
1754308227.832848,14392
1754308227.8328705,14392
1754308227.8328938,14392
1754308227.8335202,14336
1754308227.8335242,-16328
1754308227.8335278,14336
1754308227.8335307,-16136
1754308227.8335342,56
1754308227.8336341,-1992
1754308227.8336375,14392
1754308227.8336399,14336
1754308227.8336425,-16328
1754308227.833646,14584
1754308227.8336499,14392
1754308227.8336523,0
1754308227.8336537,14392
1754308227.8336565,14392
1754308227.8336592,14528
1754308227.8336632,-16328
1754308227.8336658,14392
1754308227.8336673,0
1754308227.8336704,14584
1754308227.8336728,-16136
1754308227.8336756,14336
1754308227.833678,14528
1754308227.8336809,-16328
1754308227.8336837,-1856
1754308227.8336868,14392
1754308227.8336885,14336
1754308227.8336918,14584
1754308227.8336968,56
1754308227.8336992,14336
1754308227.8338578,0
1754308227.8338616,14528
1754308227.833865,-16384
1754308227.8338678,14528
1754308227.8338706,-1992
1754308227.833873,14336
1754308227.833876,-2048
1754308227.8338792,-1800
1754308227.8338819,-16328
1754308227.833885,14528
1754308227.8338892,-16384
1754308227.8339334,-1856
1754308227.833937,14392
1754308227.8339403,14392
1754308227.8339431,14336
1754308227.8339698,-1856
1754308227.8340514,14392
1754308227.834055,14392
1754308227.834074,-16192
1754308227.8341038,14336
1754308227.8341186,-2048
1754308227.8341415,56
1754308227.834162,-1856
1754308227.8341913,56
1754308227.8342118,14336
1754308227.834237,-16328
1754308227.834272,-1992
1754308227.8342752,-1992
1754308227.8343186,-16136
1754308227.8343217,14392
1754308227.834337,56
1754308227.8343794,56
1754308227.8343828,14392
1754308227.8344157,14336
1754308227.8344543,14336
1754308227.8344576,14528
1754308227.8344882,14392
1754308227.8344908,56
1754308227.8345273,-16192
1754308227.8345304,14392
1754308227.834559,14528
1754308227.8345978,-16136
1754308227.8346012,56
1754308227.8346574,14528
1754308227.8346603,-16384
1754308227.8346732,14392
1754308227.8348773,56
1754308227.8348823,-1856
1754308227.8348856,14584
1754308227.8348892,-16136
1754308227.8348935,14392
1754308227.8348978,56
1754308227.834901,-16384
1754308227.834904,56
1754308227.834908,14392
1754308227.8349123,-2048
1754308227.8349152,-1992
1754308227.8349178,56
1754308227.8349364,-1992
1754308227.8349392,14336
1754308227.8349783,14336
1754308227.8349812,14336
1754308227.8350265,14528
1754308227.8350308,14584
1754308227.835061,-1856
1754308227.8350818,56
1754308227.8350961,14392
1754308227.8351254,14336
1754308227.8351378,-1992
1754308227.8351703,-16192
1754308227.8351736,-16328
1754308227.8352125,14392
1754308227.8352156,0
1754308227.8352463,14392
1754308227.8352683,14336
1754308227.8352904,-16328
1754308227.8353019,-1992
1754308227.8353386,14528
1754308227.8353646,14336
1754308227.8353825,14336
1754308227.835409,-1800
1754308227.8354235,-16328
1754308227.835441,-1992
1754308227.8354852,-16328
1754308227.8354888,14392
1754308227.835524,0
1754308227.8355272,14392
1754308227.835552,56
1754308227.835577,-16328
1754308227.835639,14336
1754308227.835646,0
1754308227.835718,-16328
1754308227.8357632,-16192
1754308227.8357666,-16328
1754308227.835787,14336
1754308227.835807,56
1754308227.8358502,14392
1754308227.835854,14528
1754308227.8359292,14528
1754308227.835933,14584
1754308227.8359363,-16136
1754308227.8359394,14528
1754308227.835974,-16192
1754308227.8359957,14528
1754308227.8360307,-1856
1754308227.8360343,-1992
1754308227.8360581,14336
1754308227.8360913,-1800
1754308227.8360977,14528
1754308227.836134,-16136
1754308227.8361561,14528
1754308227.8361895,14336
1754308227.8362167,-1800
1754308227.8362427,-1992
1754308227.8362556,-1800
1754308227.8362765,14392
1754308227.8363082,14392
1754308227.8363218,-1992
1754308227.8363428,-16192
1754308227.8363807,-1992
1754308227.8363838,14392
1754308227.8364158,-16384
1754308227.8364353,14392
1754308227.836459,14528
1754308227.8364868,-1992
1754308227.8364904,56
1754308227.8365157,14584
1754308227.836551,192
1754308227.8365543,14392
1754308227.836577,14392
1754308227.836599,14336
1754308227.8366218,14336
1754308227.8366451,-2048
1754308227.8366652,14336
1754308227.8366873,14336
1754308227.8367105,-1856
1754308227.8367307,14584
1754308227.8367534,-16384
1754308227.8367739,14528
1754308227.8367975,14528
1754308227.8368175,14584
1754308227.8368392,14392
1754308227.8368626,-2048
1754308227.8368833,-16328
1754308227.836906,14392
1754308227.8369272,248
1754308227.836948,-1992
1754308227.8369706,-1992
1754308227.8369904,14528
1754308227.8370135,-16384
1754308227.8370345,56
1754308227.8370552,14336
1754308227.8370752,-1992
1754308227.837098,14336
1754308227.8371181,-16384
1754308227.8371415,14336
1754308227.8371644,192
1754308227.837187,56
1754308227.8372073,-16328
1754308227.8372293,192
1754308227.8372521,-16328
1754308227.837275,14392
1754308227.8372953,-1800
1754308227.837318,56
1754308227.83734,-1800
1754308227.8373637,14584
1754308227.8373842,-16384
1754308227.8374064,-1992
1754308227.8374286,14528
1754308227.8374517,-16384
1754308227.837473,-16192
1754308227.8374937,14392
1754308227.8375192,14336
1754308227.8375406,248
1754308227.8375611,14584
1754308227.8375838,14392
1754308227.8376064,-16384
1754308227.8376267,14528
1754308227.83765,-16384
1754308227.8376703,56
1754308227.8376927,14336
1754308227.8377159,0
1754308227.837736,56
1754308227.837759,14584
1754308227.8377793,192
1754308227.8378022,-16328
1754308227.8378222,14392
1754308227.8378458,-16192
1754308227.837866,14336
1754308227.837889,-16384
1754308227.8379095,56
1754308227.8379326,192
1754308227.8379533,-1992
1754308227.8379762,14584
1754308227.8379967,248
1754308227.8380177,-16328
1754308227.8380387,14336
1754308227.8380594,14584
1754308227.8381343,56
1754308227.8381567,14336
1754308227.8381793,14584
1754308227.8382015,56
1754308227.8382242,14336
1754308227.8382652,-1992
1754308227.8382857,56
1754308227.8383088,14584
1754308227.8383293,-16136
1754308227.8383522,-1992
1754308227.838375,14528
1754308227.8383975,0
1754308227.83842,14392
1754308227.8384497,14392
1754308227.838504,-16328
1754308227.838581,14528
1754308227.838586,-2048
1754308227.8385892,14336
1754308227.838592,14336
1754308227.8386128,14392
1754308227.8386323,-1992
1754308227.838654,14528
1754308227.8386748,-16192
1754308227.8387141,14392
1754308227.8387272,14392
1754308227.838779,14392
1754308227.838785,0
1754308227.8388033,14392
1754308227.8388212,-1800
1754308227.8388433,-16328
1754308227.838865,14584
1754308227.8388872,14336
1754308227.8389091,14528
1754308227.8389332,-16192
1754308227.838955,14392
1754308227.8389835,14336
1754308227.839008,56
1754308227.8390262,-16328
1754308227.839047,14336
1754308227.839069,0
1754308227.8390932,-16328
1754308227.8391147,-1856
1754308227.8391345,56
1754308227.8391566,14584
1754308227.8391786,56
1754308227.8392003,-1992
1754308227.8392222,14528
1754308227.8392446,56
1754308227.8392658,14528
1754308227.839289,-16192
1754308227.839311,14528
1754308227.8393328,0
1754308227.839355,14392
1754308227.8393762,14336
1754308227.839399,-16384
1754308227.8394213,-16328
1754308227.8394444,14584
1754308227.8394647,-16384
1754308227.8394873,-1800
1754308227.8395095,56
1754308227.8395312,14584
1754308227.8395529,14336
1754308227.8395753,-1992
1754308227.8395987,14336
1754308227.8396208,-1992
1754308227.8396435,14528
1754308227.8396657,-16136
1754308227.8396876,14392
1754308227.8397095,56
1754308227.8397324,-1992
1754308227.8397543,14392
1754308227.8397756,0
1754308227.8397987,14584
1754308227.8398576,192
1754308227.8398666,-1992
1754308227.839873,-16192
1754308227.8398979,-16328
1754308227.839918,56
1754308227.83994,-16192
1754308227.8399615,-16328
1754308227.839985,14528
1754308227.8400078,0
1754308227.84003,-1856
1754308227.8400517,56
1754308227.840074,56
1754308227.8400962,14584
1754308227.8401186,14392
1754308227.8401406,14392
1754308227.8401635,14584
1754308227.8401833,56
1754308227.8402057,14392
1754308227.8402276,-16328
1754308227.8402495,14584
1754308227.8402717,-16192
1754308227.8402941,14528
1754308227.8403165,14392
1754308227.8403382,14392
1754308227.8403604,14336
1754308227.8403826,14336
1754308227.8404045,14336
1754308227.840427,14392
1754308227.8404467,14528
1754308227.840469,-16328
1754308227.840491,-16192
1754308227.840513,56
1754308227.8405387,14528
1754308227.8405566,-16384
1754308227.840579,-16384
1754308227.8406003,14392
1754308227.8406227,14392
1754308227.840645,-2048
1754308227.8406699,-1992
1754308227.84069,14528
1754308227.8407118,248
1754308227.8407345,14584
1754308227.8407567,-16328
1754308227.8407788,56
1754308227.8408008,14336
1754308227.8408227,56
1754308227.8408449,-16136
1754308227.8408673,14392
1754308227.8408895,56
1754308227.8409111,-16384
1754308227.8409345,56
1754308227.8409567,14584
1754308227.8409789,-1992
1754308227.8410008,14528
1754308227.8410227,-16192
1754308227.841045,14336
1754308227.841067,14336
1754308227.8410883,14528
1754308227.841112,14528
1754308227.841134,-2048
1754308227.8411562,-16328
1754308227.8411787,-2048
1754308227.841201,56
1754308227.8413029,-16192
1754308227.8413074,14392
1754308227.841311,-16192
1754308227.8413148,14392
1754308227.8413188,14584
1754308227.841359,14584
1754308227.8413966,14584
1754308227.8414214,-16136
1754308227.8414433,14528
1754308227.8414707,-2048
1754308227.8414893,14584
1754308227.8415139,-16136
1754308227.8415356,14528
1754308227.8415565,-2048
1754308227.8415797,14392
1754308227.8416011,14584
1754308227.8416243,248
1754308227.8416562,14584
1754308227.8416715,-16384
1754308227.8416932,14392
1754308227.8417227,14336
1754308227.8417442,14336
1754308227.8417659,14392
1754308227.8417869,14584
1754308227.8418071,0
1754308227.8418303,-1992
1754308227.841851,-16136
1754308227.841872,-1992
1754308227.8418918,14336
1754308227.8419142,-16384
1754308227.8419373,14528
1754308227.8419578,-16136
1754308227.841981,14336
1754308227.8420012,248
1754308227.8420236,56
1754308227.842047,56
1754308227.8420675,14528
1754308227.8420897,-1992
1754308227.842113,14336
1754308227.8421335,-2048
1754308227.8421557,14336
1754308227.842178,248
1754308227.8422008,56
1754308227.8422213,248
1754308227.8422453,14392
1754308227.8422654,14584
1754308227.8422875,-16192
1754308227.8423107,14528
1754308227.842332,56
1754308227.842352,14392
1754308227.8423758,-1856
1754308227.8423967,-16328
1754308227.8424175,14392
1754308227.8424397,-1800
1754308227.8424628,14584
1754308227.8424833,-1856
1754308227.8425057,14528
1754308227.8425264,248
1754308227.8425474,14392
1754308227.8425677,-16136
1754308227.8425908,14392
1754308227.8426127,56
1754308227.8426337,-2048
1754308227.8426542,-16328
1754308227.8426778,-1992
1754308227.8426976,-16328
1754308227.8427522,-1800
1754308227.842773,56
1754308227.8427923,14528
1754308227.8428175,-16384
1754308227.8428462,-1992
1754308227.842867,14392
1754308227.8428886,14528
1754308227.8429103,14528
1754308227.8429344,-1992
1754308227.8429546,14392
1754308227.8429754,14392
1754308227.8429997,248
1754308227.8430407,14392
1754308227.843046,14392
1754308227.843065,-16328
1754308227.8430848,56
1754308227.8431063,14528
1754308227.8431292,14584
1754308227.8431504,14584
1754308227.8431733,-16192
1754308227.8431923,14528
1754308227.8432145,-2048
1754308227.8432357,-1992
1754308227.8432572,14528
1754308227.8432791,-2048
1754308227.8433013,14528
1754308227.8433201,14392
1754308227.8433423,14528
1754308227.843364,14392
1754308227.843385,56
1754308227.8434076,14528
1754308227.8434298,14392
1754308227.843451,-1992
1754308227.8434725,-16192
1754308227.843494,56
1754308227.843515,-1992
1754308227.8435373,14392
1754308227.8435593,14392
1754308227.8435817,56
1754308227.8436015,14392
1754308227.843623,14584
1754308227.8436444,0
1754308227.8436658,14528
1754308227.8436875,-16136
1754308227.8437085,14528
1754308227.8437295,-1800
1754308227.8437514,56
1754308227.8437731,0
1754308227.843795,56
1754308227.8438163,14336
1754308227.8438377,-16192
1754308227.8438592,14336
1754308227.8438814,0
1754308227.843903,-1992
1754308227.8439245,14392
1754308227.843947,0
1754308227.8439689,-16328
1754308227.84399,14336
1754308227.844011,-2048
1754308227.8440332,56
1754308227.8440545,-16328
1754308227.8440769,-16328
1754308227.8440986,14336
1754308227.8441207,56
1754308227.8441405,14584
1754308227.8441622,-1992
1754308227.8441842,56
1754308227.844205,192
1754308227.844228,56
1754308227.8442473,14336
1754308227.8442688,-16136
1754308227.84429,-16328
1754308227.844312,14336
1754308227.8443332,14336
1754308227.8443546,14392
1754308227.8443756,0
1754308227.8444219,56
1754308227.8444252,14392
1754308227.8444374,14336
1754308227.8444586,-16328
1754308227.8444805,-1992
1754308227.8445024,14392
1754308227.8445237,14528
1754308227.8445456,56
1754308227.8445673,-1992
1754308227.8445892,14336
1754308227.844611,56
1754308227.8446324,14392
1754308227.8446543,56
1754308227.8446765,14584
1754308227.8446968,14584
1754308227.8447163,0
1754308227.8447378,56
1754308227.8447587,14584
1754308227.8447807,-1992
1754308227.8448024,-16328
1754308227.8448234,14584
1754308227.8448455,-16136
1754308227.8448668,14336
1754308227.8448882,-16384
1754308227.8449097,14584
1754308227.844931,14584
1754308227.8449516,14528
1754308227.8449738,192
1754308227.844995,14392
1754308227.8450162,14584
1754308227.8450372,0
1754308227.8450594,14392
1754308227.8450806,14528
1754308227.8451018,14392
1754308227.8451235,14528
1754308227.8451462,14336
1754308227.8451657,56
1754308227.8451877,14392
1754308227.8452091,14392
1754308227.8452318,14584
1754308227.845252,14584
1754308227.8452735,-16136
1754308227.8452957,56
1754308227.8453171,-16384
1754308227.8453379,14584
1754308227.8453598,14528
1754308227.8453808,56
1754308227.8454037,-1992
1754308227.8454251,14392
1754308227.8454466,-16192
1754308227.8454678,14584
1754308227.8454895,-16192
1754308227.8455102,56
1754308227.845532,14528
1754308227.8455534,-16136
1754308227.8455746,14584
1754308227.8455954,-1800
1754308227.8456168,-16328
1754308227.845638,14336
1754308227.8456597,-16328
1754308227.845681,14392
1754308227.8457024,14392
1754308227.8457236,-16136
1754308227.8457453,14528
1754308227.8457673,-16384
1754308227.8457897,56
1754308227.8458097,14392
1754308227.8458312,56
1754308227.8458521,14528
1754308227.8458736,-2048
1754308227.8458948,-1992
1754308227.8459163,14528
1754308227.8459373,-2048
1754308227.845959,14392
1754308227.8459811,14584
1754308227.8460035,56
1754308227.8460228,14392
1754308227.8460448,56
1754308227.8460667,14584
1754308227.8460858,-16328
1754308227.8461077,14584
1754308227.846129,192
1754308227.8461504,56
1754308227.8461719,14392
1754308227.846193,14528
1754308227.8462148,56
1754308227.846236,56
1754308227.8462574,14584
1754308227.8462794,-16384
1754308227.846301,56
1754308227.8463225,248
1754308227.846346,-1992
1754308227.846365,14584
1754308227.846387,-16136
1754308227.8464084,14392
1754308227.846431,192
1754308227.84645,56
1754308227.8464718,14336
1754308227.8464935,0
1754308227.8465142,14392
1754308227.8465364,14336
1754308227.8465576,248
1754308227.8465788,56
1754308227.8466005,-16136
1754308227.8466218,56
1754308227.8466434,192
1754308227.8466647,-1992
1754308227.846686,-16136
1754308227.846707,14392
1754308227.8467288,14392
1754308227.8467498,-1992
1754308227.846771,14392
1754308227.846792,14336
1754308227.8468137,14584
1754308227.846835,14584
1754308227.8468952,-1992
1754308227.8469129,56
1754308227.846923,-16136
1754308227.846947,14392
1754308227.846977,14392
1754308227.8470342,14584
1754308227.8470573,-1992
1754308227.8470802,-16192
1754308227.8471014,-16328
1754308227.8471692,-1856
1754308227.8471906,-16328
1754308227.8472116,14336
1754308227.8472333,14392
1754308227.8472548,14392
1754308227.8472762,-16328
1754308227.8472974,-1856
1754308227.8473194,-1992
1754308227.8473408,14392
1754308227.8473623,-16192
1754308227.8473837,14584
1754308227.847409,-16384
1754308227.8474276,-1992
1754308227.8474467,14392
1754308227.8474684,14336
1754308227.8474925,14392
1754308227.847514,14584
1754308227.8475351,14392
1754308227.8475564,14336
1754308227.847578,14528
1754308227.8475995,14584
1754308227.8476212,14584
1754308227.8476427,-2048
1754308227.8476639,-1992
1754308227.8476856,14528
1754308227.8477068,-2048
1754308227.8477287,14528
1754308227.8477502,14584
1754308227.847772,14584
1754308227.847793,-16384
1754308227.8478148,56
1754308227.847837,14336
1754308227.8478556,-16136
1754308227.8478782,14392
1754308227.8478994,-1856
1754308227.8479207,56
1754308227.8479943,14336
1754308227.8480704,14528
1754308227.8481753,-16328
1754308227.8481789,14392
1754308227.8481817,-2048
1754308227.8482735,56
1754308227.8487575,-1856
1754308227.8487604,-1992
1754308227.848762,248
1754308227.848764,-16328
1754308227.8487651,14336
1754308227.8487668,-1992
1754308227.848768,-1992
1754308227.8487692,14392
1754308227.8487706,-16328
1754308227.8487718,-1992
1754308227.848773,14528
1754308227.8487744,-1800
1754308227.8487756,-16328
1754308227.848778,-16136
1754308227.8487809,56
1754308227.8487844,14584
1754308227.8487873,-1856
1754308227.8488173,14392
1754308227.8504868,-1856
1754308227.8504937,56
1754308227.8505087,14392
1754308227.8505123,0
1754308227.8505483,-16328
1754308227.8505857,14336
1754308227.8506303,0
1754308227.8506336,14392
1754308227.8506527,56
1754308227.8506556,-1992
1754308227.8506904,-1856
1754308227.850702,-16328
1754308227.8507357,-16328
1754308227.8507385,56
1754308227.8507757,14528
1754308227.8510127,-16384
1754308227.851035,-16192
1754308227.8510542,56
1754308227.8510742,14528
1754308227.8510962,-1992
1754308227.8511186,14392
1754308227.8511379,14528
1754308227.8511605,192
1754308227.8511803,-16328
1754308227.851202,14336
1754308227.8512247,-1856
1754308227.851246,56
1754308227.8512676,-16328
1754308227.8512902,56
1754308227.85131,14392
1754308227.8513324,-1856
1754308227.8513517,14528
1754308227.851374,-2048
1754308227.851396,-1992
1754308227.8514163,14392
1754308227.8514402,192
1754308227.8514607,14584
1754308227.8514802,-1856
1754308227.8515022,56
1754308227.8515234,14528
1754308227.8515456,14392
1754308227.851567,14528
1754308227.8515892,14336
1754308227.8516107,14584
1754308227.851632,56
1754308227.851655,14392
1754308227.8516738,14528
1754308227.8516955,248
1754308227.8517172,-1992
1754308227.851739,-1992
1754308227.8517609,-16328
1754308227.851782,-16384
1754308227.8518035,14392
1754308227.8518255,14528
1754308227.851847,-16384
1754308227.851869,14336
1754308227.8518884,-16192
1754308227.8519104,-16328
1754308227.8519325,-1800
1754308227.8519545,14392
1754308227.8537617,14584
1754308227.8537667,192
1754308227.85377,14528
1754308227.8537853,-1856
1754308227.8538053,14584
1754308227.8538258,-16136
1754308227.8538454,14392
1754308227.8538675,14336
1754308227.853887,0
1754308227.8539095,-16328
1754308227.8539293,-1800
1754308227.853951,56
1754308227.853973,14392
1754308227.8539948,-16136
1754308227.8540163,56
1754308227.854038,14528
1754308227.8540595,14528
1754308227.8540819,14584
1754308227.8541036,-1800
1754308227.8541253,14584
1754308227.8541477,-2048
1754308227.854167,-16328
1754308227.8541894,56
1754308227.8542082,14584
1754308227.8542309,14584
1754308227.8542516,14528
1754308227.8542724,56
1754308227.8542926,14392
1754308227.8543143,56
1754308227.854336,-16384
1754308227.8543575,14584
1754308227.8543787,248
1754308227.854401,14584
1754308227.8544207,14336
1754308227.854443,-16136
1754308227.8544636,56
1754308227.8544827,14392
1754308227.8545043,14392
1754308227.8545268,56
1754308227.854546,14336
1754308227.8545682,-2048
1754308227.85459,-1856
1754308227.854612,14392
1754308227.8546338,14336
1754308227.8546555,192
