时间戳,数值
1754311834.7901316,14392
1754311834.7901347,-16328
1754311834.7901394,-16328
1754311834.7901456,14392
1754311834.7901492,-16384
1754311834.7901516,14392
1754311834.7901547,14584
1754311834.7901583,14528
1754311834.790161,-16384
1754311834.7901638,14392
1754311834.79017,-2048
1754311834.7901947,-16328
1754311834.7902014,14528
1754311834.790223,14392
1754311834.7902405,-16328
1754311834.7902656,14584
1754311834.7903018,-2048
1754311834.7903264,-2048
1754311834.790329,-16328
1754311834.7903519,-1856
1754311834.7903745,56
1754311834.790397,56
1754311834.790436,-16328
1754311834.7904387,14392
1754311834.790467,14528
1754311834.7904816,14584
1754311834.7905233,56
1754311834.7905414,192
1754311834.7905545,14392
1754311834.790591,14528
1754311834.7906117,-1800
1754311834.7906344,14584
1754311834.7906642,14528
1754311834.7906873,14392
1754311834.7907178,14584
1754311834.7907333,-16328
1754311834.790763,-16328
1754311834.7907693,-1992
1754311834.7907991,-1992
1754311834.790823,14336
1754311834.7908459,56
1754311834.7908776,-1992
1754311834.7908971,14584
1754311834.7909179,0
1754311834.790942,-16328
1754311834.7909834,14528
1754311834.7909865,14336
1754311834.791019,-1992
1754311834.7910252,192
1754311834.791052,14392
1754311834.7910879,-16328
1754311834.791094,14392
1754311834.791121,14336
1754311834.7911532,0
1754311834.7911716,14528
1754311834.7911942,0
1754311834.7912242,14392
1754311834.7912385,-16192
1754311834.7912607,14528
1754311834.791283,56
1754311834.7913055,-16328
1754311834.791329,14336
1754311834.791349,14336
1754311834.7913713,14392
1754311834.7913938,56
1754311834.7914166,-16192
1754311834.7914362,14584
1754311834.7914593,-2048
1754311834.7914793,56
1754311834.7915025,-16384
1754311834.7915232,14528
1754311834.791691,14336
1754311834.7917113,-16328
1754311834.7917342,14528
1754311834.7917569,14392
1754311834.7917788,14584
1754311834.7918005,14528
1754311834.791825,-1992
1754311834.7918472,-1992
1754311834.7918694,56
1754311834.7918923,14392
1754311834.7919147,-16192
1754311834.7919374,14392
1754311834.7919602,14584
1754311834.7919803,-16384
1754311834.792003,-16328
1754311834.7920256,14584
1754311834.7920485,-16384
1754311834.7920687,56
1754311834.7920918,14336
1754311834.792112,56
1754311834.7921343,14336
1754311834.7921565,-16384
1754311834.7921789,56
1754311834.7922015,14392
1754311834.7922235,-1992
1754311834.7922463,14392
1754311834.7922683,14392
1754311834.792291,0
1754311834.7923133,14392
1754311834.792336,-16384
1754311834.7923589,-1992
1754311834.7923813,192
1754311834.7924037,-16328
1754311834.7924254,14392
1754311834.7924476,0
1754311834.79247,14392
1754311834.7924929,-16384
1754311834.7925148,56
1754311834.792537,14392
1754311834.7925594,0
1754311834.7925818,14392
1754311834.7926047,14392
1754311834.792625,0
1754311834.7926474,-1992
1754311834.7926698,-16136
1754311834.792692,-1992
1754311834.7927146,14528
1754311834.7927368,-16136
1754311834.792759,14336
1754311834.7927825,14584
1754311834.7928028,-16328
1754311834.792825,-16136
1754311834.7928474,-16328
1754311834.792871,14392
1754311834.7928905,192
1754311834.7929127,-1992
1754311834.7929347,14392
1754311834.7929568,14336
1754311834.7929788,14528
1754311834.7930012,56
1754311834.7950954,56
1754311834.7951128,14584
1754311834.7951334,-2048
1754311834.7951553,-16136
1754311834.795189,56
1754311834.7952116,14584
1754311834.795233,-2048
1754311834.795255,-1992
1754311834.7952766,-16136
1754311834.7952983,-16328
1754311834.79532,14336
1754311834.7953417,14336
1754311834.7953641,56
1754311834.7953856,56
1754311834.7954075,14528
1754311834.7954295,-1992
1754311834.7954512,-1992
1754311834.795473,14392
1754311834.795496,-16384
1754311834.795516,56
1754311834.795538,14528
1754311834.79556,248
1754311834.7955823,-1992
1754311834.7956038,-1800
1754311834.795626,14392
1754311834.795648,14336
1754311834.7956705,-16136
1754311834.7956927,14336
1754311834.7957149,-1800
1754311834.7957366,14584
1754311834.795759,-16328
1754311834.7957807,-16328
1754311834.7958026,-16192
1754311834.795825,-1992
1754311834.795847,248
1754311834.795869,14392
1754311834.7958906,14584
1754311834.7959127,14528
1754311834.7959344,-1992
1754311834.795956,14336
1754311834.795978,14336
1754311834.796,-2048
1754311834.7960217,14392
1754311834.7961075,248
1754311834.7961154,14392
1754311834.7961202,14336
1754311834.7961228,56
1754311834.79614,56
1754311834.79616,14528
1754311834.7961814,14392
1754311834.7962022,14528
1754311834.7962222,-2048
1754311834.796244,56
1754311834.796266,14336
1754311834.7962887,56
1754311834.7963102,14528
1754311834.7963321,-16384
1754311834.7963538,-16328
1754311834.796376,14336
1754311834.7963982,-16384
1754311834.798441,14584
1754311834.7984447,14336
1754311834.7984486,-1992
1754311834.7984705,14584
1754311834.798489,56
1754311834.7985091,56
1754311834.798531,-16384
1754311834.798553,14392
1754311834.7985752,14584
1754311834.7985966,-1856
1754311834.798618,14528
1754311834.7986407,248
1754311834.7986603,-16328
1754311834.7986822,14392
1754311834.7987041,-1800
1754311834.7987256,14584
1754311834.7987473,-2048
1754311834.7987692,14584
1754311834.798791,14584
1754311834.7988133,56
1754311834.7988334,-1992
1754311834.7988558,56
1754311834.7988784,14336
1754311834.7989008,-1992
1754311834.7989235,-1992
1754311834.7989469,14392
1754311834.798968,-1856
1754311834.7989888,56
1754311834.799009,14336
1754311834.7990315,-16384
1754311834.7990541,14528
1754311834.7990763,192
1754311834.7990987,-1992
1754311834.7991211,-1856
1754311834.7991445,14392
1754311834.7991645,14584
1754311834.7991862,-2048
1754311834.7992089,14392
1754311834.799231,56
1754311834.7992535,-1992
1754311834.7992756,248
1754311834.799298,56
1754311834.7993197,14392
1754311834.7993422,14528
1754311834.799364,-1992
1754311834.7993867,248
1754311834.7994087,14392
1754311834.7994306,14584
1754311834.7994533,248
1754311834.7994754,56
1754311834.7994978,-1992
1754311834.7995198,-16328
1754311834.7995417,14392
1754311834.7995646,14392
1754311834.7995849,14336
1754311834.7996068,-16192
1754311834.799629,56
1754311834.7996526,-1992
1754311834.7996728,14392
1754311834.7996957,-2048
1754311834.8018045,14392
1754311834.8019438,14528
1754311834.8019474,14336
1754311834.8019502,-1992
1754311834.801953,14528
1754311834.8019567,14584
1754311834.8019593,-16328
1754311834.8019605,14336
1754311834.8019638,-16384
1754311834.8021142,14392
1754311834.8021922,56
1754311834.802199,-1856
1754311834.8022215,14584
1754311834.802244,-16192
1754311834.8022752,14528
1754311834.8022988,-1992
1754311834.8023214,-16328
1754311834.8023503,248
1754311834.8023665,-1992
1754311834.8023872,14336
1754311834.8024096,0
1754311834.8026087,14392
1754311834.8026154,14584
1754311834.8026266,14392
1754311834.8026302,0
1754311834.802633,-16192
1754311834.8026357,14392
1754311834.8026373,56
1754311834.8026404,-1992
1754311834.8026443,14392
1754311834.8026466,14336
1754311834.8027282,-1800
1754311834.802731,14584
1754311834.8027337,14392
1754311834.8027349,-1992
1754311834.802738,14336
1754311834.8027418,-1992
1754311834.8027775,-1992
1754311834.8027813,14392
1754311834.8028252,0
1754311834.802844,-16136
1754311834.8028677,56
1754311834.8029044,14584
1754311834.802919,14584
1754311834.8029392,-16328
1754311834.8029835,14336
1754311834.8029878,14584
1754311834.8030136,14392
1754311834.8030515,14584
1754311834.8031237,-16192
1754311834.8031478,14584
1754311834.8031697,14392
1754311834.8032043,-16328
1754311834.8032172,14392
1754311834.8032472,14528
1754311834.8032627,-16328
1754311834.8032904,14528
1754311834.8033118,-2048
1754311834.803334,-16328
1754311834.8033595,-16192
1754311834.8050542,-16328
1754311834.8050876,14336
1754311834.805103,192
1754311834.8051236,56
1754311834.8051596,14336
1754311834.8051658,-16328
1754311834.8051999,14584
1754311834.8052032,56
1754311834.805238,-16192
1754311834.8052573,-1992
1754311834.8052914,-16328
1754311834.8053534,56
1754311834.8053582,56
1754311834.8053615,14336
1754311834.8053677,-1800
1754311834.8053918,14584
1754311834.8054075,-1992
1754311834.805439,-16328
1754311834.8054678,14584
1754311834.80548,-16192
1754311834.8055027,56
1754311834.8055322,-16384
1754311834.8055506,14584
1754311834.8055859,-16192
1754311834.8055954,14528
1754311834.8056219,-16328
1754311834.8056407,14392
1754311834.805658,14392
1754311834.8056836,14528
1754311834.8057022,56
1754311834.805737,14584
1754311834.8057425,192
1754311834.8057795,14392
1754311834.8057826,14392
1754311834.8058047,-16328
1754311834.805827,14392
1754311834.8058496,14528
1754311834.8058708,192
1754311834.8058949,-1992
1754311834.8059263,14528
1754311834.8059292,14336
1754311834.8059638,-1856
1754311834.8059738,56
1754311834.8060017,14392
1754311834.8060281,-16328
1754311834.8060522,56
1754311834.8060644,-16384
1754311834.8060956,56
1754311834.80612,0
1754311834.8061256,-1992
1754311834.806155,14584
1754311834.806178,192
1754311834.8062024,56
1754311834.8062172,-16328
1754311834.8062475,14392
1754311834.8062508,-2048
1754311834.8062735,14392
1754311834.8063076,56
1754311834.8063135,14584
1754311834.806336,56
1754311834.8084216,14392
1754311834.808425,56
1754311834.8084486,248
1754311834.808472,-1992
1754311834.808495,14528
1754311834.8085182,-2048
1754311834.8085413,14392
1754311834.808564,14336
1754311834.8085866,248
1754311834.80861,-1992
1754311834.8086326,-1856
1754311834.808655,14392
1754311834.8086777,14336
1754311834.8087013,-1800
1754311834.8087242,14392
1754311834.8087478,56
1754311834.8087716,56
1754311834.8087947,14528
1754311834.8088174,14584
1754311834.8088405,56
1754311834.8088632,-1856
1754311834.808886,14392
1754311834.808909,14336
1754311834.8089318,-1856
1754311834.808955,14584
1754311834.8089776,-1992
1754311834.8090007,56
1754311834.809024,-16384
1754311834.8090467,14584
1754311834.8090699,-16384
1754311834.8090928,56
1754311834.8091156,-16328
1754311834.8091388,56
1754311834.8091614,-16192
1754311834.8091843,14392
1754311834.8092062,192
1754311834.8092296,56
1754311834.8092523,14584
1754311834.8092756,-16328
1754311834.8092983,14584
1754311834.8093212,-1800
1754311834.809344,56
1754311834.8093667,-16384
1754311834.8093894,14584
1754311834.809413,-1800
1754311834.8094354,14584
1754311834.8094585,192
1754311834.8094816,14392
1754311834.8095047,14392
1754311834.8095279,14584
1754311834.809551,14336
1754311834.809574,14528
1754311834.8095973,56
1754311834.8097227,14336
1754311834.8097303,-16192
1754311834.809734,56
1754311834.8097374,14528
1754311834.8097575,14336
1754311834.8097794,56
1754311834.8098006,14528
1754311834.8118086,-16328
1754311834.811824,14392
1754311834.8118465,-1856
1754311834.8118699,56
1754311834.811893,192
1754311834.811916,-1992
1754311834.811939,14336
1754311834.8119621,14392
1754311834.8119853,14392
1754311834.812008,14392
1754311834.8120322,14392
1754311834.812053,14392
1754311834.8120759,-1992
1754311834.812101,14336
1754311834.8121223,56
1754311834.8121436,-16328
1754311834.8121643,14528
1754311834.812187,14528
1754311834.8122094,14528
1754311834.812233,56
1754311834.8122532,-1992
1754311834.8122761,14336
1754311834.812299,14528
1754311834.8123224,56
1754311834.8123453,248
1754311834.8123655,-1992
1754311834.8123891,-1856
1754311834.81241,-1992
1754311834.8124337,-16136
1754311834.8124542,-16328
1754311834.8124776,-16136
1754311834.8124979,56
1754311834.8125217,14584
1754311834.8125424,14336
1754311834.8125653,-1800
1754311834.8125877,-16328
1754311834.8126104,-1856
1754311834.8126333,-1992
1754311834.8126562,14392
1754311834.81268,-2048
1754311834.812701,14528
1754311834.8127217,248
1754311834.8127453,-1992
1754311834.8127656,56
1754311834.8127885,-1800
1754311834.8128119,-16328
1754311834.8128328,14528
1754311834.8128557,-16384
1754311834.8128786,14392
1754311834.8129017,14336
1754311834.812925,14392
1754311834.8129451,14392
1754311834.8129683,14584
1754311834.8129907,14336
1754311834.8130138,14392
1754311834.813037,14336
1754311834.813059,192
1754311834.8130825,56
1754311834.8131058,-1856
1754311834.8131275,-16328
1754311834.8151157,248
1754311834.8151374,56
1754311834.8151593,14584
1754311834.8151815,14392
1754311834.8152032,-16136
1754311834.8152244,56
1754311834.8152473,14528
1754311834.81527,14584
1754311834.8152928,0
1754311834.815316,-1992
1754311834.8153393,14392
1754311834.8153598,0
1754311834.815383,56
1754311834.8154035,14336
1754311834.8154268,-16328
1754311834.81545,14336
1754311834.8154728,-1856
1754311834.8154964,14584
1754311834.8155177,14336
1754311834.815538,-16328
1754311834.8155618,14392
1754311834.815582,-16328
1754311834.8156052,-1856
1754311834.815626,14392
1754311834.8156488,14528
1754311834.815672,56
1754311834.8156943,56
1754311834.8157172,14528
1754311834.8157396,248
1754311834.8157623,-16328
1754311834.8157852,-1800
1754311834.815808,-16328
1754311834.815831,14528
1754311834.8158517,248
1754311834.8158746,56
1754311834.8158972,14336
1754311834.81592,56
1754311834.8159432,14584
1754311834.8159661,-2048
1754311834.815989,-16328
1754311834.8160117,-16328
1754311834.816036,14392
1754311834.816058,-1856
1754311834.8160784,56
1754311834.816102,-1800
1754311834.8161235,14336
1754311834.8161461,14392
1754311834.8161683,14392
1754311834.8161907,14528
1754311834.8162138,248
1754311834.8162367,56
1754311834.8162599,14392
1754311834.8162837,56
1754311834.8163044,14336
1754311834.8163269,14336
1754311834.81635,0
1754311834.8163724,14584
1754311834.816395,-1800
1754311834.8164177,56
1754311834.816441,0
1754311834.8186474,14392
1754311834.8186524,14528
1754311834.818656,248
1754311834.8186588,14392
1754311834.818662,14336
1754311834.8186672,-16328
1754311834.8186796,-1992
1754311834.818749,14336
1754311834.8187523,-16136
1754311834.8187551,14584
1754311834.8187578,-1992
1754311834.818779,-1992
1754311834.8188062,-16192
1754311834.8188374,56
1754311834.8188527,14336
1754311834.8188813,-16384
1754311834.8189359,-1992
1754311834.8189394,14336
1754311834.8189433,-2048
1754311834.8189635,-16136
1754311834.8189878,14392
1754311834.8190823,14392
1754311834.8191478,248
1754311834.8191516,14392
1754311834.8191552,14528
1754311834.819184,14336
1754311834.8192515,14584
1754311834.8192546,14392
1754311834.819257,56
1754311834.8192601,56
1754311834.81928,14392
1754311834.819301,56
1754311834.8193295,56
1754311834.8193526,14336
1754311834.8193746,14528
1754311834.8194366,14392
1754311834.8194401,14584
1754311834.819443,-2048
1754311834.8194642,14392
1754311834.819542,14584
1754311834.8195448,14584
1754311834.8195477,14392
1754311834.8195508,56
1754311834.8195689,-16328
1754311834.8195915,14528
1754311834.819615,0
1754311834.8196507,-1992
1754311834.8197045,14528
1754311834.8197296,-2048
1754311834.8197477,-16192
1754311834.8197777,-1992
1754311834.8198047,-1800
1754311834.8198564,14392
1754311834.8198597,14336
1754311834.8198624,-16192
1754311834.8198903,14392
1754311834.819916,192
1754311834.8199818,14392
1754311834.819985,14584
1754311834.8199878,-16192
1754311834.8220463,14584
1754311834.8220503,14584
1754311834.8220835,-16384
1754311834.8221028,14584
1754311834.8221262,-16192
1754311834.822141,14528
1754311834.822168,14584
1754311834.8221986,14392
1754311834.822217,14392
1754311834.8222404,14336
1754311834.8222668,14336
1754311834.8222854,-1992
1754311834.822314,14336
1754311834.8223364,-16192
1754311834.8223763,14392
1754311834.8223803,-1992
1754311834.8223968,-16328
1754311834.8224263,14336
1754311834.8224504,14392
1754311834.8224714,14336
1754311834.8224952,-1992
1754311834.82252,-1800
1754311834.8225415,56
1754311834.8225632,14392
1754311834.8225844,56
1754311834.822611,14392
1754311834.8226373,14528
1754311834.8226583,0
1754311834.8226821,14392
1754311834.8227038,14528
1754311834.8227189,0
1754311834.822752,56
1754311834.8227787,14584
1754311834.8227973,14584
1754311834.8228214,-16328
1754311834.822843,14584
1754311834.8228557,-16328
1754311834.822894,56
1754311834.8229094,56
1754311834.8229327,248
1754311834.8229554,14584
1754311834.8229785,-16136
1754311834.823009,14528
1754311834.8230238,-1800
1754311834.8230467,14528
1754311834.8230793,248
1754311834.82315,-16328
1754311834.8231533,14528
1754311834.823156,-1992
1754311834.8231676,-16328
1754311834.8231895,14528
1754311834.8232124,14528
1754311834.8232274,-16328
1754311834.823256,14392
1754311834.8232768,248
1754311834.8233004,56
1754311834.8233366,14392
1754311834.8233614,56
1754311834.8235805,-16328
1754311834.8235846,248
1754311834.825361,-16328
1754311834.8253856,-1856
1754311834.8254123,56
1754311834.8254316,56
1754311834.8254557,0
1754311834.8254786,-16328
1754311834.8255024,14584
1754311834.8255231,-1992
1754311834.825555,-1800
1754311834.825568,-16328
1754311834.8256056,14584
1754311834.825609,14336
1754311834.825632,-16384
1754311834.825661,14528
1754311834.8256843,-16192
1754311834.8257113,14584
1754311834.8257372,14528
1754311834.8257558,14584
1754311834.8257787,56
1754311834.825807,0
1754311834.8258438,-1992
1754311834.8258593,-2048
1754311834.825883,-16328
1754311834.8259053,14528
1754311834.8259373,-16192
1754311834.8259506,56
1754311834.8259938,192
1754311834.8259969,56
1754311834.8260193,14528
1754311834.8260431,-16384
1754311834.8260636,56
1754311834.8260863,14528
1754311834.826109,-16384
1754311834.826132,-1992
1754311834.8261545,-16136
1754311834.8261783,-1992
1754311834.8261988,14528
1754311834.8262215,-16328
1754311834.826245,14336
1754311834.826268,248
1754311834.8262904,14584
1754311834.826314,-1800
1754311834.8263342,14584
1754311834.826358,-1800
1754311834.8263786,14528
1754311834.8264012,192
1754311834.8264244,-16328
1754311834.826447,14528
1754311834.8264694,0
1754311834.8264923,14584
1754311834.8265152,14392
1754311834.8265388,-16384
1754311834.8265598,-1856
1754311834.8265824,-1992
1754311834.8266058,14336
1754311834.8266263,14392
1754311834.826649,-2048
1754311834.8266716,-16328
1754311834.8266947,14392
1754311834.8267174,0
1754311834.8286858,14392
1754311834.8287754,56
1754311834.828779,14528
1754311834.8287818,0
1754311834.8287842,14528
1754311834.82879,-16136
1754311834.8288093,14528
1754311834.8288326,-1800
1754311834.8288558,14584
1754311834.8288765,-16192
1754311834.8288999,-16328
1754311834.8289204,14336
1754311834.828957,-16136
1754311834.8290591,14528
1754311834.8290715,-1800
1754311834.829075,14584
1754311834.8290784,-16136
1754311834.8290827,14584
1754311834.8291874,0
1754311834.8291922,-16328
1754311834.8291974,14336
1754311834.8292003,14336
1754311834.8292034,56
1754311834.829212,14528
1754311834.8292341,192
1754311834.829255,-1992
1754311834.8292763,14336
1754311834.829299,14584
1754311834.8293235,14584
1754311834.8293455,14392
1754311834.829367,0
1754311834.82939,14528
1754311834.8294132,14584
1754311834.829437,14392
1754311834.8294575,14528
1754311834.82948,192
1754311834.8295026,-16328
1754311834.829525,-16328
1754311834.8295484,-16328
1754311834.8295708,14392
1754311834.8295934,-2048
1754311834.8296158,14528
1754311834.8296387,14584
1754311834.8296611,56
1754311834.8296838,192
1754311834.8297064,-1992
1754311834.8297296,14336
1754311834.8297532,-16328
1754311834.8297737,14528
1754311834.829798,-1992
1754311834.8298192,14528
1754311834.8298402,14336
1754311834.8299713,-1856
1754311834.8299806,14584
1754311834.8299854,56
1754311834.8299892,14392
1754311834.8299923,14336
1754311834.8299952,-1856
1754311834.8300025,56
1754311834.8300223,-16328
1754311834.8319113,56
1754311834.8319323,-1856
1754311834.831954,-16328
1754311834.8319783,14336
1754311834.8319993,0
1754311834.8320231,56
1754311834.8320463,-16136
1754311834.8320704,14584
1754311834.832094,14584
1754311834.8321183,-16328
1754311834.83214,-1856
1754311834.8321614,14392
1754311834.8322701,14584
1754311834.832291,0
1754311834.8322983,14528
1754311834.8325005,56
1754311834.8325057,-16328
1754311834.832511,14584
1754311834.8325145,-16136
1754311834.8325174,56
1754311834.8325202,14528
1754311834.832523,14392
1754311834.832526,14584
1754311834.8325288,14584
1754311834.8325315,-1992
1754311834.8325374,-16328
1754311834.8325562,56
1754311834.8325784,14584
1754311834.8325999,-16384
1754311834.832624,-1992
1754311834.8326476,14528
1754311834.8326707,192
1754311834.8326943,56
1754311834.8327174,-16328
1754311834.832741,56
1754311834.8327644,14528
1754311834.8327885,-16328
1754311834.8328123,56
1754311834.8328357,14528
1754311834.8328602,248
1754311834.8793645,56
1754311834.8793783,192
1754311834.8793821,-16328
1754311834.8793852,14584
1754311834.8793893,-1992
1754311834.8793933,14584
1754311834.8793962,-16384
1754311834.8793979,14336
1754311834.8794012,-16192
1754311834.8794074,-1992
1754311834.8794107,14528
1754311834.8794143,-16384
1754311834.8794172,-16192
1754311834.8794196,-16328
1754311834.8794258,14392
1754311834.8794286,-16192
1754311834.8794315,56
1754311834.8794339,56
1754311834.879438,-1800
1754311834.8794408,14584
1754311834.8794613,-1856
1754311834.8794668,-1992
1754311834.87947,-1856
1754311834.8794734,56
1754311834.879476,14336
1754311834.8794787,-1800
1754311834.8794818,14528
1754311834.8794856,0
1754311834.8794885,56
1754311834.8794901,-1856
1754311834.8794935,-1992
1754311834.8794985,14584
1754311834.8795023,-16136
1754311834.8795042,14584
1754311834.879506,-16384
1754311834.8795078,56
1754311834.879511,-16192
1754311834.8795142,14336
1754311834.8795168,-1856
1754311834.8795202,14392
1754311834.879524,-1992
1754311834.8795283,-1800
1754311834.8795311,-1992
1754311834.8795364,14584
1754311834.8795393,-1856
1754311834.8795428,14584
1754311834.879546,-16136
1754311834.8795488,56
1754311834.879552,14392
1754311834.8795562,14392
1754311834.8795586,14584
1754311834.8795617,-1992
1754311834.8795667,-16328
1754311834.8795698,14392
1754311834.8795726,-1800
1754311834.8795755,-1992
1754311834.879578,14584
1754311834.8795817,14336
1754311834.879589,-16328
1754311834.8795917,-16328
1754311834.8795931,14336
1754311834.8795962,-1992
1754311834.879599,-1992
1754311834.8796027,-1800
1754311834.879606,-16328
1754311834.879609,-1856
1754311834.879612,56
1754311834.8796148,14336
1754311834.8796177,-2048
1754311834.8796217,-16328
1754311834.8796246,14392
1754311834.8796263,14336
1754311834.8796291,-16192
1754311834.879634,-16328
1754311834.879637,14584
1754311834.8796403,-2048
1754311834.8796487,-16136
1754311834.879652,-1992
1754311834.8796551,14584
1754311834.879658,14392
1754311834.8796606,56
1754311834.8796637,-16328
1754311834.8796668,56
1754311834.8796706,-16328
1754311834.8796742,14392
1754311834.879678,14584
1754311834.8796804,14336
1754311834.879683,-1800
1754311834.879686,56
1754311834.8796906,-16328
1754311834.8796933,-1992
1754311834.8796966,-1992
1754311834.8796997,-1992
1754311834.8797011,14528
1754311834.8797028,-16384
1754311834.8797042,-16328
1754311834.8797085,-1800
1754311834.879712,56
1754311834.8797154,14528
1754311834.8797193,14528
1754311834.9127028,14392
1754311834.9127111,14584
1754311834.9127157,0
1754311834.918081,14528
1754311834.9180882,14392
1754311834.9181225,56
1754311834.9181252,14584
1754311834.9181268,0
1754311834.9181304,-1992
1754311834.9181347,14392
1754311834.9181376,14584
1754311834.9181395,14392
1754311834.9181435,14392
1754311834.918157,-16328
